index_name,trade_date,index_price,index_daily_return_pct,avg_return_7d,avg_return_21d,volatility_7d_pct,volatility_21d_pct,moving_avg_7d,moving_avg_21d,trend_flag,return_momentum,all_time_high_till_date,drawdown_pct,Market_Volatility_Level
DOWJONES,2015-02-10,16528.48,0.000922895809665425,0.0028159533606271214,0.0017568211600506932,0.004950921478142386,0.007144222864771753,16461.085714285713,16240.683333333334,1,0.0010591322005764283,16528.48,0.0,Medium Volatility
DOWJONES,2015-02-11,16518.65,-0.0005947310339485812,0.0011700742197291922,0.0021141214565116966,0.0035109439593135556,0.006806353783564424,16480.237142857142,16274.459047619048,1,-0.0009440472367825044,16528.48,-0.0005947310339485608,Medium Volatility
DOWJONES,2015-02-12,16295.62,-0.013501708674740431,-0.0009573599898810332,0.0012463613416054055,0.006550969788813611,0.0075755293166114525,16464.272857142856,16294.060000000001,1,-0.0022037213314864386,16528.48,-0.014088409823528767,Medium Volatility
DOWJONES,2015-02-13,16291.05,-0.0002804434565853997,-0.0012393007062113817,0.0018430247589274076,0.006459719480624964,0.006873994569213195,16443.687142857143,16323.132857142857,1,-0.0030823254651387894,16528.48,-0.014364902277765426,Medium Volatility
DOWJONES,2015-02-16,16262.38,-0.0017598620101221263,-0.002250405356181167,0.0013224955215984234,0.005780513466830082,0.006703073702728622,16406.52,16343.992380952379,1,-0.0035729008777795907,16528.48,-0.016099484042089798,Medium Volatility
DOWJONES,2015-02-17,16287.04,0.0015163832108215924,-0.0012873534109828183,0.0006669821694932196,0.005763886589233087,0.005893918678901659,16385.20857142857,16354.510476190477,1,-0.0019543355804760376,16528.48,-0.01460751381857247,Medium Volatility
DOWJONES,2015-02-18,16458.05,0.010499759317837976,-0.0004568152624387922,0.0009590506957854382,0.0070446308648196895,0.006228854499279987,16377.324285714287,16369.83142857143,1,-0.0014158659582242305,16528.48,-0.004261129880061584,Medium Volatility
DOWJONES,2015-02-19,16240.12,-0.013241544411397355,-0.002480306722590618,3.6317562807477866e-05,0.008471963734125376,0.006829897650761933,16336.130000000001,16370.060000000001,0,-0.0025166242853980956,16528.48,-0.017446250350909385,Medium Volatility
DOWJONES,2015-02-20,16298.76,0.0036108107575558712,-0.001879515038089982,-0.0002358618932345669,0.008771779361644229,0.006549283783091923,16304.717142857142,16365.870476190477,0,-0.0016436531448554151,16528.48,-0.01389843470179952,Medium Volatility
DOWJONES,2015-02-23,16398.69,0.006131141264734241,0.0009251778104064,4.653663900632319e-05,0.007479926410840526,0.00669528085243057,16319.441428571428,16366.282857142858,0,0.0008786411714000767,16528.48,-0.00785250670358078,Medium Volatility
DOWJONES,2015-02-24,16266.6,-0.00805491170331274,-0.00018546051055464856,1.0683703484374677e-05,0.008228503887348063,0.006738476064479692,16315.948571428571,16366.104285714286,0,-0.00019614421403902322,16528.48,-0.015844167158746553,Medium Volatility
DOWJONES,2015-02-25,16185.83,-0.004965389202414738,-0.0006433929665964502,-0.00017003831455255,0.00841774633954921,0.006822104059303097,16305.01285714286,16362.986190476191,0,-0.00047335465204390026,16528.48,-0.020730883904630047,Medium Volatility
DOWJONES,2015-02-26,16573.39,0.023944400750532946,0.0025606095390766003,0.0006031385624152392,0.012604141270279753,0.008478548960631693,16345.92,16372.358571428573,0,0.0019574709766613614,16573.39,0.0,Medium Volatility
DOWJONES,2015-02-27,16639.85,0.004010042604440045,0.0016335071514483243,0.0009927507700491435,0.012153465816440698,0.008436038536976758,16371.891428571427,16388.14904761905,0,0.0006407563813991808,16639.85,0.0,Medium Volatility
DOWJONES,2015-03-02,16663.17,0.0014014549409999688,0.003725364201790799,0.0013536702799424342,0.010282639219463869,0.008274505600145947,16432.327142857142,16409.847619047618,1,0.002371693921848365,16663.17,0.0,Medium Volatility
DOWJONES,2015-03-03,16570.77,-0.0055451633752759966,0.0024173678971005324,0.0005693090262465809,0.010865462059816916,0.008100572499861307,16471.185714285715,16418.713333333333,1,0.0018480588708539515,16663.17,-0.005545163375276003,Medium Volatility
DOWJONES,2015-03-04,16306.06,-0.015974514159571407,-0.0007405828778002745,-0.00025758835242496925,0.01266892678908672,0.008862986405837341,16457.952857142856,16413.889047619046,1,-0.0004829945253753052,16663.17,-0.021431096243991917,Medium Volatility
DOWJONES,2015-03-05,16221.68,-0.005174763247528746,-0.0003291330984025612,-0.0005846314383895305,0.012436423312594291,0.008913971397716635,16451.535714285714,16403.72380952381,1,0.00025549833998696924,16663.17,-0.02649495864232304,Medium Volatility
DOWJONES,2015-03-06,16039.28,-0.011244211450355257,-0.0012261077052512068,-0.0013733020093429412,0.013038403976395973,0.009096435596862936,16430.6,16380.710952380952,1,0.00014719430409173445,16663.17,-0.03744125517533565,Medium Volatility
DOWJONES,2015-03-09,16133.28,0.0058606121970561365,-0.003809506070033608,-0.0008454166473132753,0.008061734126757146,0.009182986925752312,16367.727142857142,16366.285238095237,1,-0.0029640894227203327,16663.17,-0.03180007165503308,Medium Volatility
DOWJONES,2015-03-10,16316.58,0.011361607806967822,-0.002759282469672497,-0.0005275301935543217,0.00958510920042402,0.009494308429663685,16321.545714285716,16356.920476190477,0,-0.0022317522761181752,16663.17,-0.020799763790443137,Medium Volatility
DOWJONES,2015-03-11,16411.33,0.005806976707128708,-0.0021299222173683913,-0.00029495491272273674,0.010037781216464281,0.009590944105637648,16285.568571428574,16351.341904761905,0,-0.0018349673046456545,16663.17,-0.01511357082715933,Medium Volatility
DOWJONES,2015-03-12,16612.41,0.01225251091776225,0.0004126026816370722,0.00031681851354920757,0.011213695430016348,0.009972997564841525,16291.517142857143,16355.806666666667,0,9.578416808786461e-05,16663.17,-0.0030462391009632864,Medium Volatility
DOWJONES,2015-03-13,16482.36,-0.00782848484957932,0.0015763211544930847,0.0005869720290330701,0.009525229933570323,0.009651619657938502,16316.702857142858,16364.699047619048,0,0.0009893491254600146,16663.17,-0.010850876513892476,Medium Volatility
DOWJONES,2015-03-16,16444.04,-0.0023249097823370146,0.0019834430780919033,0.0004896164897115645,0.00924537953177008,0.009671098299487571,16348.468571428572,16371.984285714288,0,0.0014938265883803388,16663.17,-0.013150558987275374,Medium Volatility
DOWJONES,2015-03-17,16410.02,-0.002068834665933661,0.0032942111901521315,0.0004749035061014915,0.007552985893058648,0.009674925889256246,16401.431428571428,16379.014761904762,1,0.00281930768405064,16663.17,-0.015192187320899796,Medium Volatility
DOWJONES,2015-03-18,16403.91,-0.00037233348892939944,0.0024037903778684833,0.0003849646156371585,0.007567394604477882,0.00967353885793106,16440.092857142856,16384.579999999998,1,0.0020188257622313246,16663.17,-0.015558864249719497,Medium Volatility
DOWJONES,2015-03-19,16326.17,-0.0047391140283017386,0.00010368725854426053,-0.00034069601989330405,0.00679875033057817,0.009445729035607881,16441.46285714286,16378.3,1,0.0004443832784375646,16663.17,-0.020224243046190984,Medium Volatility
DOWJONES,2015-03-20,16359.69,0.002053145348847929,-0.00043257436406727933,0.00038762254011837614,0.006410900573262369,0.008979407333278275,16434.085714285717,16383.993809523809,1,-0.0008201969041856554,16663.17,-0.01821262100788732,Medium Volatility
DOWJONES,2015-03-23,16360.94,7.640731578661963e-05,-0.0021720177357780835,0.00021931761431984032,0.003285470742551027,0.008949045134148258,16398.161428571428,16386.954761904763,1,-0.002391335350097924,16663.17,-0.018137605269585425,Medium Volatility
DOWJONES,2015-03-24,16400.1,0.002393505507629623,-0.0007117333990339489,4.1334959219620415e-05,0.0025392675409965553,0.008862337095953923,16386.41,16387.021904761903,0,-0.0007530683582535692,16663.17,-0.015787512220063752,Medium Volatility
DOWJONES,2015-03-25,16336.39,-0.003884732410168179,-0.0009345652030098295,0.00023991492555983757,0.002763008157169832,0.008717387960137945,16371.031428571428,16390.345238095237,0,-0.001174480128569667,16663.17,-0.019610914369834722,Medium Volatility
DOWJONES,2015-03-26,16269.31,-0.004106170335061776,-0.0012256131557424174,0.00028083010971950245,0.0029995786921702323,0.008693719479833854,16350.929999999998,16394.320476190474,0,-0.00150644326546192,16663.17,-0.02363655895006765,Medium Volatility
DOWJONES,2015-03-27,16254.4,-0.0009164494376221466,-0.001303344005555667,-0.0009030198992402639,0.0029807727019137914,0.006795780135512671,16329.57142857143,16379.130476190476,0,-0.00040032410631540307,16663.17,-0.024531346676532655,Medium Volatility
DOWJONES,2015-03-30,16340.59,0.005302564228762741,0.00013118145973925862,-0.0008414712504629927,0.0034336205425135077,0.0068481533687912285,16331.631428571429,16364.88,0,0.0009726527102022512,16663.17,-0.01935886148914031,Medium Volatility
DOWJONES,2015-03-31,16346.18,0.00034209291096587435,-0.0001132546028153206,-0.0008919170614169971,0.0033334365577759994,0.006834693691369433,16329.701428571429,16349.78523809524,0,0.0007786624586016766,16663.17,-0.019023391107454223,Medium Volatility
